"","celex","date_doc","year","year.sem","form2","in_force2","date_end","full_text_words","title"
"301","32012D0003(01)",2012-03-05,2012,"2012.1","Decision","notinforce",2012-07-24,587,"2012/153/EU: Decision of the European Central Bank of 5 March 2012 on the eligibility of marketable debt instruments issued or fully guaranteed by the Hellenic Republic in the context of the Hellenic Republic’s debt exchange offer (ECB/2012/3)"
"302","32012D0004(01)",2012-03-21,2012,"2012.1","Decision","notinforce",2012-09-13,444,"2012/180/EU: Decision of the European Central Bank of 21 March 2012 amending Decision ECB/2011/25 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2012/4)"
"303","32012D0006(01)",2012-03-29,2012,"2012.1","Decision","notinforce",2019-02-06,7757,"2012/235/EU: Decision of the European Central Bank of 29 March 2012 on the establishment of the TARGET2-Securities Board and repealing Decision ECB/2009/6 (ECB/2012/6)"
"304","32012D0007(01)",2012-04-26,2012,"2012.1","Decision","notinforce",2015-02-26,406,"2012/258/EU: Decision of the European Central Bank of 26 April 2012 amending Decision ECB/2010/22 on the quality accreditation procedure for manufacturers of euro banknotes (ECB/2012/7)"
"305","32012D0008(01)",2012-04-26,2012,"2012.1","Decision","notinforce",2015-02-26,418,"2012/259/EU: Decision of the European Central Bank of 26 April 2012 amending Decision ECB/2011/8 on the environmental and health and safety accreditation procedures for the production of euro banknotes (ECB/2012/8)"
"306","32012D0010(01)",2012-06-19,2012,"2012.1","Decision","notinforce",2016-04-14,406,"2012/367/EU: Decision of the European Central Bank of 19 June 2012 amending Decision ECB/2007/5 laying down the Rules on Procurement (ECB/2012/10)"
"307","32012D0011(01)",2012-06-28,2012,"2012.1","Decision","notinforce",2012-09-13,900,"2012/359/EU: Decision of the European Central Bank of 28 June 2012 amending Decision ECB/2011/25 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2012/11)"
"308","32012D0012(01)",2012-07-03,2012,"2012.2","Decision","notinforce",2012-09-13,479,"2012/386/EU: Decision of the European Central Bank of 3 July 2012 amending Decision ECB/2011/25 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2012/12)"
"309","32012D0014(01)",2012-07-18,2012,"2012.2","Decision","inforce",9999-12-31,568,"2012/433/EU: Decision of the European Central Bank of 18 July 2012 repealing Decision ECB/2012/3 on the eligibility of marketable debt instruments issued or fully guaranteed by the Hellenic Republic in the context of the Hellenic Republic’s debt exchange offer (ECB/2012/14)"
"310","32012D0015(01)",2012-07-17,2012,"2012.2","Decision","notinforce",2016-11-11,453,"2012/458/EU: Decision of the European Central Bank of 17 July 2012 on the sub-delegation of powers to grant, renew or extend accreditations (ECB/2012/15)"
"311","32012D0017(01)",2012-08-02,2012,"2012.2","Decision","inforce",9999-12-31,268,"2012/475/EU: Decision of the European Central Bank of 2 August 2012 repealing Decision ECB/2011/25 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2012/17)"
"312","32012D0019(01)",2012-09-07,2012,"2012.2","Decision","inforce",9999-12-31,4753,"2012/507/EU: Decision of the European Central Bank of 7 September 2012 amending Decision ECB/2010/14 on the authenticity and fitness checking and recirculation of euro banknotes (ECB/2012/19)"
"313","32012D0026(01)",2012-11-29,2012,"2012.2","Decision","notinforce",9999-12-31,260,"2012/754/EU: Decision of the European Central Bank of 29 November 2012 on the approval of the volume of coin issuance in 2013 (ECB/2012/26)"
"314","32012D0028(01)",2012-12-07,2012,"2012.2","Decision","notinforce",9999-12-31,669,"2013/20/EU: Decision of the European Central Bank of 7 December 2012 amending Decision ECB/2009/4 concerning derogations that may be granted under Regulation (EC) No 958/2007 concerning statistics on the assets and liabilities of investment funds (ECB/2007/8) (ECB/2012/28)"
"315","32012D0030",2012-12-10,2012,"2012.2","Decision","notinforce",2016-12-30,399,"2012/832/EU: Decision of the European Central Bank of 10 December 2012 amending Decision ECB/2010/21 on the annual accounts of the European Central Bank (ECB/2012/30)"
"316","32012D0031(01)",2012-12-11,2012,"2012.2","Decision","inforce",9999-12-31,1557,"2013/31/EU: Decision of the European Central Bank of 11 December 2012 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2012/31)"
"317","32012D0032(01)",2012-12-19,2012,"2012.2","Decision","notinforce",2013-05-02,853,"2012/839/EU: Decision of the European Central Bank of 19 December 2012 on temporary measures relating to the eligibility of marketable debt instruments issued or fully guaranteed by the Hellenic Republic (ECB/2012/32)"
"318","32012D0033(01)",2012-12-19,2012,"2012.2","Decision","notinforce",2014-12-30,400,"2013/32/EU: Decision of the European Central Bank of 19 December 2012 amending Decision ECB/2010/24 on the interim distribution of the income of the European Central Bank on euro banknotes in circulation and arising from securities purchased under the securities markets programme (ECB/2012/33)"
"319","32012D0034(01)",2012-12-19,2012,"2012.2","Decision","notinforce",2013-05-02,855,"2013/35/EU: Decision of the European Central Bank of 19 December 2012 on temporary changes to the rules relating to the eligibility of foreign currency denominated collateral (ECB/2012/34)"
"320","32012O0013",2012-07-18,2012,"2012.2","Guideline","inforce",9999-12-31,7437,"2012/473/EU: Guideline of the European Central Bank of 18 July 2012 on TARGET2-Securities (ECB/2012/13)"
"321","32012O0016",2012-07-20,2012,"2012.2","Guideline","inforce",9999-12-31,4085,"2012/502/EU: Guideline of the European Central Bank of 20 July 2012 on the Data Exchange for Cash Services (ECB/2012/16)"
"322","32012O0018",2012-08-02,2012,"2012.2","Guideline","notinforce",2013-05-02,2346,"2012/476/EU: Guideline of the European Central Bank of 2 August 2012 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral and amending Guideline ECB/2007/9 (ECB/2012/18)"
"323","32012O0021",2012-09-26,2012,"2012.2","Guideline","inforce",9999-12-31,5195,"2012/689/EU: Guideline of the European Central Bank of 26 September 2012 on the data quality management framework for the Centralised Securities Database (ECB/2012/21)"
"324","32012O0023",2012-10-10,2012,"2012.2","Guideline","notinforce",2013-05-02,795,"2012/641/EU: Guideline of the European Central Bank of 10 October 2012 amending Guideline ECB/2012/18 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2012/23)"
"325","32012O0025",2012-11-26,2012,"2012.2","Guideline","notinforce",2015-04-30,7164,"2012/791/EU: Guideline of the European Central Bank of 26 November 2012 amending Guideline ECB/2011/14 on monetary policy instruments and procedures of the Eurosystem (ECB/2012/25)"
"326","32012O0027",2012-12-05,2012,"2012.2","Guideline","inforce",9999-12-31,49392,"2013/47/EU: Guideline of the European Central Bank of 5 December 2012 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2012/27)"
"327","32012O0029",2012-12-10,2012,"2012.2","Guideline","notinforce",2016-12-30,4484,"2012/833/EU: Guideline of the European Central Bank of 10 December 2012 amending Guideline ECB/2010/20 on the legal framework for accounting and financial reporting in the European System of Central Banks (ECB/2012/29)"
"328","32012R1011",2012-10-17,2012,"2012.2","Regulation","inforce",9999-12-31,9810,"Regulation (EU) No 1011/2012 of the European Central Bank of 17 October 2012 concerning statistics on holdings of securities (ECB/2012/24)"
"329","32013D0001(01)",2013-01-11,2013,"2013.1","Decision","inforce",9999-12-31,3746,"2013/132/EU: Decision of the European Central Bank of 11 January 2013 laying down the framework for a public key infrastructure for the European System of Central Banks (ECB/2013/1)"
"330","32013D0005(01)",2013-03-20,2013,"2013.1","Decision","inforce",9999-12-31,562,"2013/168/EU: Decision of the European Central Bank of 20 March 2013 repealing Decisions ECB/2011/4 on temporary measures relating to the eligibility of marketable debt instruments issued or guaranteed by the Irish Government, ECB/2011/10 on temporary measures relating to the eligibility of marketable debt instruments issued or guaranteed by the Portuguese Government, ECB/2012/32 on temporary measures relating to the eligibility of marketable debt instruments issued or fully guaranteed by the Hellenic Republic and ECB/2012/34 on temporary changes to the rules relating to the eligibility of foreign currency denominated collateral (ECB/2013/5)"
"331","32013D0006(01)",2013-03-20,2013,"2013.1","Decision","notinforce",2015-04-30,629,"2013/169/EU: Decision of the European Central Bank of 20 March 2013 on the rules concerning the use as collateral for Eurosystem monetary policy operations of own-use uncovered government-guaranteed bank bonds (ECB/2013/6)"
"332","32013D0010",2013-04-19,2013,"2013.1","Decision","inforce",9999-12-31,3483,"2013/211/EU: Decision of the European Central Bank of 19 April 2013 on the denominations, specifications, reproduction, exchange and withdrawal of euro banknotes (ECB/2013/10)"
"333","32013D0013(01)",2013-05-02,2013,"2013.1","Decision","notinforce",2013-06-27,973,"2013/220/EU: Decision of the European Central Bank of 2 May 2013 on temporary measures relating to the eligibility of marketable debt instruments issued or fully guaranteed by the Republic of Cyprus (ECB/2013/13)"
"334","32013D0015(01)",2013-06-21,2013,"2013.1","Decision","notinforce",2013-12-31,2383,"2013/357/EU: Decision of the European Central Bank of 21 June 2013 laying down the measures necessary for the contribution to the European Central Bank’s accumulated equity value and for adjusting the national central banks’ claims equivalent to the transferred foreign reserve assets (ECB/2013/15)"
"335","32013D0016(01)",2013-06-21,2013,"2013.1","Decision","inforce",9999-12-31,460,"2013/358/EU: Decision of the European Central Bank of 21 June 2013 amending Decision ECB/2010/29 on the issue of euro banknotes (ECB/2013/16)"
"336","32013D0017(01)",2013-06-21,2013,"2013.1","Decision","notinforce",2013-12-31,753,"2013/359/EU: Decision of the European Central Bank of 21 June 2013 on the national central banks’ percentage shares in the key for subscription to the European Central Bank’s capital (ECB/2013/17)"
"337","32013D0018(01)",2013-06-21,2013,"2013.1","Decision","notinforce",2013-12-31,2102,"2013/360/EU: Decision of the European Central Bank of 21 June 2013 laying down the terms and conditions for transfers of the European Central Bank’s capital shares between the national central banks and for the adjustment of the paid-up capital (ECB/2013/18)"
"338","32013D0019(01)",2013-06-21,2013,"2013.1","Decision","notinforce",2013-12-31,770,"2013/361/EU: Decision of the European Central Bank of 21 June 2013 on the paying-up of the European Central Bank’s capital by the national central banks of Member States whose currency is the euro (ECB/2013/19)"
"339","32013D0020",2013-06-21,2013,"2013.1","Decision","notinforce",2013-12-31,878,"2013/362/EU: Decision of the European Central Bank of 21 June 2013 on the paying-up of the European Central Bank’s capital by the non-euro area national central banks (ECB/2013/20)"
"340","32013D0021(01)",2013-06-28,2013,"2013.1","Decision","inforce",9999-12-31,478,"2013/376/EU: Decision of the European Central Bank of 28 June 2013 repealing Decision ECB/2013/13 on temporary measures relating to the eligibility of marketable debt instruments issued or fully guaranteed by the Republic of Cyprus (ECB/2013/21)"
"341","32013D0022(01)",2013-07-05,2013,"2013.2","Decision","notinforce",2014-08-19,1081,"2013/388/EU: Decision of the European Central Bank of 5 July 2013 on temporary measures relating to the eligibility of marketable debt instruments issued or fully guaranteed by the Republic of Cyprus (ECB/2013/22)"
"342","32013D0026(01)",2013-08-29,2013,"2013.2","Decision","notinforce",2018-12-31,2083,"2014/28/EU: Decision of the European Central Bank of 29 August 2013 laying down the measures necessary for the contribution to the European Central Bank’s accumulated equity value and for adjusting the national central banks’ claims equivalent to the transferred foreign reserve assets (ECB/2013/26)"
"343","32013D0027(01)",2013-08-29,2013,"2013.2","Decision","inforce",9999-12-31,612,"2014/29/EU: Decision of the European Central Bank of 29 August 2013 amending Decision ECB/2010/29 on the issue of euro banknotes (ECB/2013/27)"
"344","32013D0028(01)",2013-08-29,2013,"2013.2","Decision","notinforce",2018-12-31,799,"2014/30/EU: Decision of the European Central Bank of 29 August 2013 on the national central banks’ percentage shares in the key for subscription to the European Central Bank’s capital (ECB/2013/28)"
"345","32013D0029(01)",2013-08-29,2013,"2013.2","Decision","notinforce",2018-12-31,2097,"2014/31/EU: Decision of the European Central Bank of 29 August 2013 laying down the terms and conditions for transfers of the European Central Bank’s capital shares between the national central banks and for the adjustment of the paid-up capital (ECB/2013/29)"
"346","32013D0030(01)",2013-08-29,2013,"2013.2","Decision","notinforce",2018-12-31,933,"2014/32/EU: Decision of the European Central Bank of 29 August 2013 on the paying-up of the European Central Bank’s capital by the national central banks of Member States whose currency is the euro (ECB/2013/30)"
"347","32013D0031(01)",2013-08-30,2013,"2013.2","Decision","notinforce",2018-12-31,761,"2014/33/EU: Decision of the European Central Bank of 30 August 2013 on the paying-up of the European Central Bank’s capital by the non-euro area national central banks (ECB/2013/31)"
"348","32013D0035",2013-09-26,2013,"2013.2","Decision","notinforce",2015-04-30,3620,"2013/645/EU: Decision of the European Central Bank of 26 September 2013 on additional measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2013/35)"
"349","32013D0036(01)",2013-09-26,2013,"2013.2","Decision","notinforce",2014-08-19,1103,"2013/646/EU: Decision of the European Central Bank of 26 September 2013 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2013/36)"
"350","32013D0041(01)",2013-10-22,2013,"2013.2","Decision","inforce",9999-12-31,1300,"2014/4/EU: Decision of the European Central Bank of 22 October 2013 on transitional provisions for the application of minimum reserves by the European Central Bank following the introduction of the euro in Latvia (ECB/2013/41)"
"351","32013D0046(01)",2013-12-06,2013,"2013.2","Decision","notinforce",9999-12-31,333,"2013/796/EU: Decision of the European Central Bank of 6 December 2013 on the approval of the volume of coin issuance in 2014 (ECB/2013/46)"
"352","32013D0052(01)",2013-12-27,2013,"2013.2","Decision","notinforce",2016-12-30,570,"2014/55/EU: Decision of the European Central Bank of 27 December 2013 amending Decision ECB/2010/21 on the annual accounts of the European Central Bank (ECB/2013/52)"
"353","32013D0053(01)",2013-12-31,2013,"2013.2","Decision","inforce",9999-12-31,2419,"2014/34/EU: Decision of the European Central Bank of 31 December 2013 on the paying-up of capital, transfer of foreign reserve assets and contributions by Latvijas Banka to the European Central Bank’s reserves and provisions (ECB/2013/53)"
"354","32013D0054(01)",2013-12-20,2013,"2013.2","Decision","inforce",9999-12-31,7766,"2014/106/EU: Decision of the European Central Bank of 20 December 2013 on the accreditation procedures for manufacturers of euro secure items and euro items and amending Decision ECB/2008/3 (ECB/2013/54)"
"355","32013O0002",2013-01-23,2013,"2013.1","Guideline","notinforce",2013-05-02,795,"2013/74/EU: Guideline of the European Central Bank of 23 January 2013 amending Guideline ECB/2012/18 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2013/2)"
"356","32013O0004",2013-03-20,2013,"2013.1","Guideline","notinforce",2014-08-19,3937,"2013/170/EU: Guideline of the European Central Bank of 20 March 2013 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral and amending Guideline ECB/2007/9 (ECB/2013/4)"
"357","32013O0007",2013-03-22,2013,"2013.1","Guideline","inforce",9999-12-31,6335,"2013/215/EU: Guideline of the European Central Bank of 22 March 2013 concerning statistics on holdings of securities (ECB/2013/7)"
"358","32013O0011",2013-04-19,2013,"2013.1","Guideline","inforce",9999-12-31,379,"2013/212/EU: Guideline of the European Central Bank of 19 April 2013 amending Guideline ECB/2003/5 on the enforcement of measures to counter non-compliant reproductions of euro banknotes and on the exchange and withdrawal of euro banknotes (ECB/2013/11)"
"359","32013O0014",2013-05-15,2013,"2013.1","Guideline","notinforce",2018-09-30,306,"2013/234/EU: Guideline of the European Central Bank of 15 May 2013 amending Guideline ECB/2006/4 on the Eurosystem’s provision of reserve management services in euro to central banks and countries located outside the euro area and to international organisations (ECB/2013/14)"
"360","32013O0023",2013-07-25,2013,"2013.2","Guideline","inforce",9999-12-31,8104,"2014/2/EU: Guideline of the European Central Bank of 25 July 2013 on government finance statistics (ECB/2013/23)"
"361","32013O0024",2013-07-25,2013,"2013.2","Guideline","inforce",9999-12-31,4461,"2014/3/EU: Guideline of the European Central Bank of 25 July 2013 on the statistical reporting requirements of the European Central Bank in the field of quarterly financial accounts (ECB/2013/24)"
"362","32013O0025",2013-07-30,2013,"2013.2","Guideline","inforce",9999-12-31,1984,"2013/458/EU: Guideline of the European Central Bank of 30 July 2013 amending Guideline ECB/2011/23 on the statistical reporting requirements of the European Central Bank in the field of external statistics (ECB/2013/25)"
"363","32013O0037",2013-09-26,2013,"2013.2","Guideline","inforce",9999-12-31,425,"2013/750/EU: Guideline of the European Central Bank of 26 September 2013 amending Guideline ECB/2012/27 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2013/37)"
"364","32013O0045",2013-11-28,2013,"2013.2","Guideline","inforce",9999-12-31,589,"2014/114/EU: Guideline of the European Central Bank of 28 November 2013 amending Guideline ECB/2008/5 on the management of the foreign reserve assets of the European Central Bank by the national central banks and the legal documentation for operations involving such assets (ECB/2013/45)"
"365","32013O0049",2013-12-18,2013,"2013.2","Guideline","notinforce",2014-12-31,363,"2014/54/EU: Guideline of the European Central Bank of 18 December 2013 amending Guideline ECB/2004/18 on the procurement of euro banknotes (ECB/2013/49)"
"366","32013Q1130(01)",2013-11-30,2013,"2013.2","Rules of procedure","inforce",9999-12-31,3797,"2013/694/EU: Interinstitutional Agreement between the European Parliament and the European Central Bank on the practical modalities of the exercise of democratic accountability and oversight over the exercise of the tasks conferred on the ECB within the framework of the Single Supervisory Mechanism"
"367","32013R1071",2013-09-24,2013,"2013.2","Regulation","inforce",9999-12-31,21376,"Regulation (EU) No 1071/2013 of the European Central Bank of 24 September 2013 concerning the balance sheet of the monetary financial institutions sector (recast) (ECB/2013/33)"
"368","32013R1072",2013-09-24,2013,"2013.2","Regulation","inforce",9999-12-31,11367,"Regulation (EU) No 1072/2013 of the European Central Bank of 24 September 2013 concerning statistics on interest rates applied by monetary financial institutions (recast) (ECB/2013/34)"
"369","32013R1073",2013-10-18,2013,"2013.2","Regulation","inforce",9999-12-31,8042,"Regulation (EU) No 1073/2013 of the European Central Bank of 18 October 2013 concerning statistics on the assets and liabilities of investment funds (recast) (ECB/2013/38)"
"370","32013R1074",2013-10-18,2013,"2013.2","Regulation","inforce",9999-12-31,5689,"Regulation (EU) No 1074/2013 of the European Central Bank of 18 October 2013 on statistical reporting requirements for post office giro institutions that receive deposits from non-monetary financial institution euro area residents (recast) (ECB/2013/39)"
"371","32013R1075",2013-10-18,2013,"2013.2","Regulation","inforce",9999-12-31,6761,"Regulation (EU) No 1075/2013 of the European Central Bank of 18 October 2013 concerning statistics on the assets and liabilities of financial vehicle corporations engaged in securitisation transactions (recast) (ECB/2013/40)"
"372","32013R1409",2013-11-28,2013,"2013.2","Regulation","inforce",9999-12-31,11468,"Regulation (EU) No 1409/2013 of the European Central Bank of 28 November 2013 on payments statistics (ECB/2013/43)"
"373","32013Y0629(01)",2013-06-21,2013,"2013.1","International agreement","inforce",NA,769,"Agreement of 21 June 2013 between the European Central Bank and the national central banks of the Member States whose currency is not the euro amending the Agreement of 16 March 2006 between the European Central Bank and the national central banks of the Member States outside the euro area laying down the operating procedures for an exchange rate mechanism in stage three of economic and monetary union"
"374","32014D0001(01)",2014-01-22,2014,"2014.1","Decision","inforce",9999-12-31,4790,"2014/179/EU: Decision of the European Central Bank of 22 January 2014 amending Decision ECB/2004/2 adopting the Rules of Procedure of the European Central Bank (ECB/2014/1)"
"375","32014D0003(01)",2014-02-04,2014,"2014.1","Decision","inforce",9999-12-31,1491,"2014/123/EU: Decision of the European Central Bank of 4 February 2014 identifying the credit institutions that are subject to the comprehensive assessment (ECB/2014/3)"
"376","32014D0004(01)",2014-02-06,2014,"2014.1","Decision","inforce",9999-12-31,590,"2014/427/EU: Decision of the European Central Bank of 6 February 2014 on the appointment of representatives of the European Central Bank to the Supervisory Board (ECB/2014/4)"
"377","32014D0005(01)",2014-01-31,2014,"2014.1","Decision","inforce",9999-12-31,2896,"2014/434/EU: Decision of the European Central Bank of 31 January 2014 on the close cooperation with the national competent authorities of participating Member States whose currency is not the euro (ECB/2014/5)"
"378","32014D0006(01)",2014-02-24,2014,"2014.1","Decision","notinforce",9999-12-31,3882,"(2014/192/EU): Decision of the European Central Bank of 24 February 2014 on the organisation of preparatory measures for the collection of granular credit data by the European System of Central Banks (ECB/2014/6)"
"379","32014D0008(01)",2014-02-20,2014,"2014.1","Decision","inforce",9999-12-31,657,"2014/303/EU: Decision of the European Central Bank of 20 February 2014 on the prohibition of monetary financing and the remuneration of government deposits by national central banks (ECB/2014/8)"
"380","32014D0016(01)",2014-04-14,2014,"2014.1","Decision","inforce",9999-12-31,2997,"2014/360/EU: Decision of the European Central Bank of 14 April 2014 concerning the establishment of an Administrative Board of Review and its Operating Rules (ECB/2014/16)"
"381","32014D0023(01)",2014-06-05,2014,"2014.1","Decision","notinforce",2019-10-29,898,"2014/337/EU: Decision of the European Central Bank of 5 June 2014 on the remuneration of deposits, balances and holdings of excess reserves (ECB/2014/23)"
"382","32014D0024(01)",2014-06-05,2014,"2014.1","Decision","notinforce",2016-12-30,341,"2014/338/EU: Decision of the European Central Bank of 5 June 2014 amending Decision ECB/2010/23 on the allocation of monetary income of the national central banks of Member States whose currency is the euro (ECB/2014/24)"
"383","32014D0027(01)",2014-06-16,2014,"2014.1","Decision","inforce",9999-12-31,397,"2014/418/EU: Decision of the European Central Bank of 16 June 2014 amending Decision ECB/2007/7 concerning the terms and conditions of TARGET2-ECB (ECB/2014/27)"
"384","32014D0029(01)",2014-07-02,2014,"2014.2","Decision","notinforce",9999-12-31,1766,"2014/477/EU: Decision of the European Central Bank of 2 July 2014 on the provision to the European Central Bank of supervisory data reported to the national competent authorities by the supervised entities pursuant to Commission Implementing Regulation (EU) No 680/2014 (ECB/2014/29)"
"385","32014D0032",2014-07-09,2014,"2014.2","Decision","inforce",9999-12-31,402,"2014/527/EU: Decision of the European Central Bank of 9 July 2014 repealing Decision ECB/2013/22 on temporary measures relating to the eligibility of marketable debt instruments issued or fully guaranteed by the Republic of Cyprus and Decision ECB/2013/36 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2014/32)"
"386","32014D0034",2014-07-29,2014,"2014.2","Decision","inforce",9999-12-31,11143,"2014/541/EU: Decision of the European Central Bank of 29 July 2014 on measures relating to targeted longer-term refinancing operations (ECB/2014/34)"
"387","32014D0035(01)",2014-08-13,2014,"2014.2","Decision","inforce",9999-12-31,945,"2014/533/EU: Decision of the European Central Bank of 13 August 2014 on the identification of TARGET2 as a systemically important payment system pursuant to Regulation (EU) No 795/2014 on oversight requirements for systemically important payment systems (ECB/2014/35)"
"388","32014D0038(01)",2014-09-01,2014,"2014.2","Decision","notinforce",2015-04-30,1413,"2014/671/EU: Decision of the European Central Bank of 1 September 2014 amending Decision ECB/2013/35 on additional measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2014/38)"
"389","32014D0039(01)",2014-09-17,2014,"2014.2","Decision","inforce",9999-12-31,3536,"2014/723/EU: Decision of the European Central Bank of 17 September 2014 on the implementation of separation between the monetary policy and supervision functions of the European Central Bank (ECB/2014/39)"
"390","32014D0040(01)",2014-10-15,2014,"2014.2","Decision","notinforce",9999-12-31,1131,"2014/828/EU: Decision of the European Central Bank of 15 October 2014 on the implementation of the third covered bond purchase programme (ECB/2014/40)"
"391","32014D0042(01)",2014-10-21,2014,"2014.2","Decision","inforce",9999-12-31,1300,"2014/781/EU: Decision of the European Central Bank of 21 October 2014 on transitional provisions for the application of minimum reserves by the European Central Bank following the introduction of the euro in Lithuania (ECB/2014/42)"
"392","32014D0045(01)",2014-11-19,2014,"2014.2","Decision","inforce",9999-12-31,1679,"Decision (EU) 2015/5 of the European Central Bank of 19 November 2014 on the implementation of the asset-backed securities purchase programme (ECB/2014/45)"
"393","32014D0047(01)",2014-11-24,2014,"2014.2","Decision","notinforce",9999-12-31,445,"2014/856/EU: Decision of the European Central Bank of 24 November 2014 amending Decision ECB/2013/46 on the approval of the volume of coin issuance in 2014 (ECB/2014/47)"
"394","32014D0049(01)",2014-11-27,2014,"2014.2","Decision","inforce",9999-12-31,488,"Decision (EU) 2015/286 of the European Central Bank of 27 November 2014 amending Decision ECB/2010/29 on the issue of euro banknotes (ECB/2014/49)"
"395","32014D0053(01)",2014-12-11,2014,"2014.2","Decision","notinforce",9999-12-31,397,"2014/937/EU: Decision of the European Central Bank of 11 December 2014 on the approval of the volume of coin issuance in 2015 (ECB/2014/53)"
"396","32014D0055",2014-12-15,2014,"2014.2","Decision","notinforce",2016-12-30,3758,"Decision (EU) 2015/425 of the European Central Bank of 15 December 2014 amending Decision ECB/2010/21 on the annual accounts of the European Central Bank (ECB/2014/55)"
"397","32014D0056(01)",2014-12-15,2014,"2014.2","Decision","notinforce",2016-12-30,1209,"Decision (EU) 2015/297 of the European Central Bank of 15 December 2014 amending Decision ECB/2010/23 on the allocation of monetary income of the national central banks of Member States whose currency is the euro (ECB/2014/56)"
"398","32014D0057(01)",2014-12-15,2014,"2014.2","Decision","inforce",9999-12-31,1269,"Decision (EU) 2015/298 of the European Central Bank of 15 December 2014 on the interim distribution of the income of the European Central Bank (ECB/2014/57)"
"399","32014D0059(01)",2014-12-17,2014,"2014.2","Decision","inforce",9999-12-31,1274,"Decision (EU) 2015/433 of the European Central Bank of 17 December 2014 concerning the establishment of an Ethics Committee and its Rules of Procedure (ECB/2014/59)"
"400","32014D0061(01)",2014-12-31,2014,"2014.2","Decision","inforce",9999-12-31,2517,"Decision (EU) 2015/287 of the European Central Bank of 31 December 2014 on the paying-up of capital, transfer of foreign reserve assets and contributions by Lietuvos bankas to the European Central Bank's reserves and provisions (ECB/2014/61)"
"401","32014D0062(01)",2014-12-29,2014,"2014.2","Decision","notinforce",9999-12-31,777,"Decision (EU) 2015/32 of the European Central Bank of 29 December 2014 concerning derogations that may be granted under Regulation (EU) No 1073/2013 concerning statistics on the assets and liabilities of investment funds (ECB/2013/38) (ECB/2014/62)"
"402","32014D0328",2014-03-12,2014,"2014.1","Decision","notinforce",2015-04-30,559,"2014/328/EU: Decision of the European Central Bank of 12 March 2014 amending Decision ECB/2013/35 on additional measures relating to Eurosystem refinancing operations and eligibility of collateral (ECB/2014/11)"
"403","32014O0009",2014-02-20,2014,"2014.1","Guideline","notinforce",2019-09-30,3465,"2014/304/EU: Guideline of the European Central Bank of 20 February 2014 on domestic asset and liability management operations by the national central banks (ECB/2014/9)"
"404","32014O0010",2014-03-12,2014,"2014.1","Guideline","notinforce",2015-04-30,3615,"2014/329/EU: Guideline of the European Central Bank of 12 March 2014 amending Guideline ECB/2011/14 on monetary policy instruments and procedures of the Eurosystem (ECB/2014/10)"
"405","32014O0012",2014-03-12,2014,"2014.1","Guideline","notinforce",2014-08-19,950,"2014/330/EU: Guideline of the European Central Bank of 12 March 2014 amending Guideline ECB/2013/4 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral and amending Guideline ECB/2007/9 (ECB/2014/12)"
"406","32014O0015",2014-04-04,2014,"2014.1","Guideline","inforce",9999-12-31,66589,"2014/810/EU: Guideline of the European Central Bank of 4 April 2014 on monetary and financial statistics (ECB/2014/15)"
"407","32014O0021",2014-06-03,2014,"2014.1","Guideline","inforce",9999-12-31,6926,"2014/647/EU: Guideline of the European Central Bank of 3 June 2014 amending Guideline ECB/2013/23 on government finance statistics (ECB/2014/21)"
"408","32014O0022",2014-06-05,2014,"2014.1","Guideline","notinforce",2019-09-30,527,"2014/339/EU: Guideline of the European Central Bank of 5 June 2014 amending Guideline ECB/2014/9 on domestic asset and liability management operations by the national central banks (ECB/2014/22)"
"409","32014O0025",2014-06-05,2014,"2014.1","Guideline","inforce",9999-12-31,804,"2014/340/EU: Guideline of the European Central Bank of 5 June 2014 amending Guideline ECB/2012/27 on a Trans-European Automated Real-time Gross settlement Express Transfer system (TARGET2) (ECB/2014/25)"
"410","32014O0031",2014-07-09,2014,"2014.2","Guideline","inforce",9999-12-31,5084,"2014/528/EU: Guideline of the European Central Bank of 9 July 2014 on additional temporary measures relating to Eurosystem refinancing operations and eligibility of collateral and amending Guideline ECB/2007/9 (ECB/2014/31)"
"411","32014O0043",2014-11-06,2014,"2014.2","Guideline","inforce",9999-12-31,7045,"Guideline (EU) 2015/571 of the European Central Bank of 6 November 2014 amending Guideline ECB/2014/15 on monetary and financial statistics (ECB/2014/43)"
